frequency,recency,T,monetary_value,p_not_alive,p_alive,predicted_purchases,actual30,error,expected_avg_sales_,predicted_clv,profit_margin
1.0,874.0,971.0,10364.7232,1.219166989585574e-10,0.9999999998780833,0.04228318316924625,0.034324942791762014,-0.007958240377484237,139818.0409197637,136673.43275080444,6833.671637540222
2.0,888.0,960.0,6011.4431,9.041900561612692e-11,0.999999999909581,0.05689188455779924,0.06756756756756757,0.01067568300976833,11193.803717887424,16515.73628328491,825.7868141642456
1.0,549.0,653.0,1811.0508,1.4456857932998446e-10,0.9999999998554314,0.04984390371021068,0.0546448087431694,0.00480090503295872,24439.366295318636,29873.866845391054,1493.6933422695529
1.0,8.0,136.0,294.9357,2.21921148124693e-10,0.9999999997780789,0.07027288549388866,3.75,3.6797271145061115,3988.8109506800006,8225.640411036502,411.2820205518251
1.0,154.0,208.0,265.1558,8.204659174282369e-11,0.9999999999179534,0.06647836456984026,0.19480519480519481,0.12832683023535457,3587.116189439377,6751.307098288483,337.5653549144242
1.0,124.0,184.0,228.63569999999999,9.266742928559779e-11,0.9999999999073326,0.06769683866300676,0.24193548387096775,0.174238645207961,3094.504298533642,5998.777265396028,299.9388632698014
1.0,757.0,861.0,2666.8181999999997,1.3572276635898106e-10,0.9999999998642772,0.04462467000420374,0.03963011889035667,-0.0049945511138470705,35982.631431215974,37792.00472930112,1889.6002364650562
2.0,425.0,650.0,9343.6425,3.83480136534331e-10,0.9999999996165199,0.06682564391627606,0.1411764705882353,0.07435082667195923,17398.233143895744,31953.156519259195,1597.6578259629598
2.0,420.0,640.0,10536.175,3.7380165629485873e-10,0.9999999996261983,0.06720417178201502,0.14285714285714288,0.07565297107512786,19618.683617079096,36317.93680487478,1815.896840243739
1.0,851.0,943.0,7740.4257,1.1602607763450123e-10,0.9999999998839739,0.04285556958843003,0.03525264394829612,-0.007602925640133908,104419.44798671606,103903.60303790437,5195.180151895219
1.0,867.0,965.0,10475.2676,1.2348722044919214e-10,0.9999999998765128,0.042404546557133695,0.03460207612456748,-0.007802470432566218,141309.15090886666,138655.05519111772,6932.752759555886
1.0,875.0,952.0,2535.964,9.560441327494118e-11,0.9999999999043956,0.04266990554528047,0.03428571428571429,-0.00838419125956618,34217.566853217635,33853.15931735037,1692.6579658675187
1.0,772.0,879.0,2657.8677000000002,1.3929146724933616e-10,0.9999999998607085,0.044223931370241096,0.038860103626943004,-0.005363827743298091,35861.90003317622,37211.86179024472,1860.5930895122362
1.0,580.0,644.0,4914.2115,8.564327025339935e-11,0.9999999999143567,0.050097431966941997,0.05172413793103448,0.0016267059640924855,66297.24347011729,81618.16236202727,4080.908118101364
1.0,763.0,858.0,1811.0508,1.230593404955016e-10,0.9999999998769407,0.04469216693597263,0.039318479685452164,-0.0053736872505204675,24439.366295318636,25720.514963242273,1286.0257481621138
1.0,590.0,658.0,1811.0508,9.098632958171038e-11,0.9999999999090137,0.049704160366883104,0.05084745762711864,0.001143297260235536,24439.366295318636,29756.66904259808,1487.8334521299041
1.0,83.0,344.0,77.339,4.973734757385273e-10,0.9999999995026265,0.06032551086905178,0.3614457831325301,0.3011202722634783,1053.6951694568409,1702.3590033861035,85.11795016930517
1.0,787.0,878.0,3590.8964,1.1677747657756754e-10,0.9999999998832225,0.044246005712974115,0.03811944091486658,-0.0061265647981075325,48447.32647440501,50304.68297954474,2515.234148977237
1.0,773.0,852.0,2666.8181999999997,1.0101497416314942e-10,0.999999999898985,0.04482777521189565,0.0388098318240621,-0.006017943387833548,35982.631431215974,38023.61974203719,1901.1809871018595
1.0,555.0,640.0,2797.7607,1.1634027075047015e-10,0.9999999998836597,0.05021094092907052,0.05405405405405406,0.0038431131249835396,37748.88706920503,46620.38365824038,2331.019182912019
1.0,746.0,836.0,1718.1424,1.167823615588759e-10,0.9999999998832176,0.0451934533853676,0.040214477211796246,-0.004978976173571355,23186.144573444206,24771.189808485342,1238.559490424267
1.0,90.0,274.0,228.63569999999999,3.2512859071687217e-10,0.9999999996748714,0.06334306060563862,0.33333333333333337,0.26999027272769477,3094.504298533642,5392.504083136516,269.6252041568258
1.0,52.0,281.0,525.8032,4.303137846051186e-10,0.9999999995696862,0.06302778853040983,0.576923076923077,0.5138952883926672,7102.933741244095,12281.08238936182,614.054119468091
1.0,153.0,233.0,195.4524,1.2468914789565133e-10,0.9999999998753109,0.06525490439404023,0.19607843137254902,0.1308235269785088,2646.9017958161726,4835.1240294545805,241.75620147272903
1.0,153.0,332.0,120.2352,3.060285358458259e-10,0.9999999996939715,0.060822218537888266,0.19607843137254902,0.13525621283466074,1632.3129222743464,2670.543040297658,133.52715201488292
1.0,570.0,615.0,3971.1932,5.957390136757112e-11,0.9999999999404261,0.05093219302771804,0.052631578947368425,0.0016993859196503883,53577.06943111653,67511.64342609906,3375.5821713049536
1.0,26.0,352.0,208.8008,6.810578767613151e-10,0.9999999993189421,0.059998855111881556,1.153846153846154,1.0938472987342724,2826.9555351149725,4529.527558091002,226.4763779045501
1.0,573.0,630.0,3502.4964,7.605049923142815e-11,0.9999999999239495,0.05049697652457425,0.05235602094240838,0.0018590444178341256,47254.91760487653,58828.65167829445,2941.4325839147227
1.0,775.0,843.0,1718.1424,8.629741365950849e-11,0.9999999999137026,0.04503273770243235,0.03870967741935484,-0.006323060283077511,23186.144573444206,24652.38364612222,1232.619182306111
1.0,777.0,843.0,1811.0508,8.360667713702696e-11,0.9999999999163933,0.04503273770255362,0.03861003861003861,-0.0064226990925150135,24439.366295318636,25984.85626129574,1299.242813064787
1.0,787.0,849.0,2699.9682000000003,7.812572810905749e-11,0.9999999999218743,0.044895888423785606,0.03811944091486658,-0.006776447508919023,36429.784757289155,38574.94073121161,1928.7470365605805
1.0,753.0,833.0,2860.7787,1.0293854657561496e-10,0.9999999998970615,0.04526268324106584,0.0398406374501992,-0.005422045790866636,38598.92351875193,41322.9614486947,2066.1480724347352
1.0,796.0,844.0,2948.5932000000003,5.980549389050793e-11,0.9999999999401945,0.045009871584213074,0.03768844221105528,-0.007321429373157794,39783.434702838,42270.28663316238,2113.5143316581193
2.0,583.0,826.0,9247.23125,3.943669835138053e-10,0.999999999605633,0.060798555645341444,0.10291595197255575,0.042117396327214306,17218.719037837676,27765.090138544325,1388.2545069272164
1.0,870.0,946.0,10318.3132,9.443423820698627e-11,0.9999999999055658,0.042793502311137196,0.034482758620689655,-0.008310743690447542,139192.02626326124,138238.47310513462,6911.923655256731
1.0,880.0,959.0,7823.3007,9.807177292486813e-11,0.9999999999019282,0.0425266086385884,0.03409090909090909,-0.00843569954767931,105537.331301899,103949.47774749079,5197.47388737454
2.0,881.0,962.0,3426.9697,1.0269829431308608e-10,0.9999999998973017,0.056837374981907794,0.0681044267877412,0.011267051805833407,6381.611862353271,9403.727366699595,470.18636833497976
1.0,761.0,811.0,1811.0508,6.29694074660847e-11,0.9999999999370306,0.04577692332009602,0.03942181340341656,-0.006355109916679466,24439.366295318636,26567.351429634542,1328.3675714817273
1.0,173.0,336.0,120.2352,2.7231261690019437e-10,0.9999999997276874,0.06065574296683196,0.17341040462427745,0.11275466165744549,1632.3129222743464,2659.3282343417454,132.96641171708728
1.0,770.0,805.0,3697.1092,4.354916427473654e-11,0.9999999999564508,0.045919204859616876,0.03896103896103896,-0.006958165898577916,49880.0084289011,54452.03102718356,2722.6015513591783
1.0,7.0,241.0,265.1558,4.523874608253209e-10,0.9999999995476125,0.06487285236907447,4.285714285714286,4.220841433345211,3587.116189439377,6491.491849078349,324.5745924539175
1.0,203.0,341.0,273.9958,2.226787643166972e-10,0.9999999997773212,0.0604489256712801,0.1477832512315271,0.087334325560247,3706.357076392225,6006.783787365773,300.33918936828866
2.0,893.0,956.0,4729.1735499999995,7.841016724796646e-11,0.9999999999215898,0.05700121797432638,0.0671892497200448,0.01018803174571841,8806.266246962226,13026.129178915968,651.3064589457985
2.0,844.0,923.0,6138.5623,1.0104628245244385e-10,0.9999999998989537,0.057919511311994264,0.07109004739336494,0.013170536081370678,11430.494867009722,17270.28588087023,863.5142940435115
2.0,852.0,922.0,6096.5723,8.86428708213316e-11,0.9999999999113571,0.057947800489835444,0.07042253521126761,0.012474734721432165,11352.311072967237,17163.30690215305,858.1653451076526
1.0,277.0,627.0,624.314,6.509766059537014e-10,0.9999999993490234,0.05058342374805415,0.10830324909747292,0.057719825349418774,8431.725049664297,10522.157692442315,526.1078846221158
1.0,294.0,633.0,4116.7662,6.200291391422752e-10,0.9999999993799709,0.05041082421780633,0.10204081632653061,0.051629992108724286,55540.67278364898,68977.75346181392,3448.887673090696
1.0,709.0,847.0,850.2865,1.8671220125554555e-10,0.9999999998132878,0.04494141233617486,0.04231311706629055,-0.002628295269884312,11479.820222396469,12172.41757019549,608.6208785097746
1.0,107.0,164.0,64.0458,8.829936781751258e-11,0.9999999999117006,0.06874688325072356,0.2803738317757009,0.21162694852497735,874.3860112620899,1738.453952101664,86.92269760508321
1.0,25.0,183.0,9.934,2.8043078970085844e-10,0.9999999997195692,0.06774857847090074,1.2,1.1322514215290993,144.48340644137625,280.435172135706,14.021758606785301
1.0,274.0,507.0,3779.0558,3.957278948973908e-10,0.9999999996042721,0.054301861632093926,0.1094890510948905,0.055187189462796576,50985.36875319637,70421.68640418061,3521.084320209031
1.0,94.0,342.0,9.934,4.643514461832865e-10,0.9999999995356486,0.06040773132553871,0.3191489361702128,0.25874120484467406,144.48340644137625,233.9157052558898,11.695785262794491
1.0,244.0,331.0,9.934,1.320958897821356e-10,0.9999999998679041,0.06086398032365357,0.12295081967213116,0.06208683934847759,144.48340644137625,236.63133280169617,11.831566640084809
1.0,333.0,349.0,9.934,2.2180479675171227e-11,0.9999999999778195,0.06012093564943368,0.09009009009009009,0.029969154440656405,144.48340644137625,232.21979805163468,11.610989902581736
1.0,67.0,285.0,60.2888,4.023057442736899e-10,0.9999999995976943,0.0628490381251987,0.44776119402985076,0.38491215590465205,823.7086343071297,1417.8857549496652,70.89428774748326
1.0,837.0,924.0,10601.2376,1.0981504594553826e-10,0.999999999890185,0.043252882124069934,0.035842293906810034,-0.0074105882172599,143008.33354794476,144056.95019656408,7202.847509828204
1.0,759.0,852.0,3971.1932,1.2045475727973098e-10,0.9999999998795452,0.04482777521102418,0.039525691699604744,-0.005302083511419434,53577.06943111653,56616.04039401202,2830.8020197006012
1.0,733.0,832.0,4039.7032,1.2969247897842706e-10,0.9999999998703075,0.0452858070156955,0.040927694406548434,-0.0043581126091470634,54501.186305001094,58387.77415710611,2919.3887078553057
1.0,620.0,841.0,1238.1415,3.2497249335960987e-10,0.9999999996750275,0.04507853970068411,0.04838709677419355,0.0033085570735094383,16711.514137452665,17792.69406380974,889.634703190487
1.0,721.0,818.0,2553.6108,1.2735523746698618e-10,0.9999999998726448,0.0456120385761478,0.04160887656033287,-0.004003162015814923,34455.600799357846,37272.94600704597,1863.6473003522985
1.0,729.0,804.0,2553.6108,9.685163782080508e-11,0.9999999999031484,0.04594300448113187,0.0411522633744856,-0.004790741106646276,34455.600799357846,37640.294839843926,1882.0147419921964
1.0,738.0,820.0,2496.1508,1.0609957357132771e-10,0.9999999998939004,0.04556514659467869,0.04065040650406504,-0.004914740090613649,33680.535034164335,36383.778571140596,1819.1889285570298
1.0,704.0,793.0,5235.3132,1.1682366185539195e-10,0.9999999998831763,0.046206437925045134,0.04261363636363637,-0.0035928015614087663,70628.51626537375,77758.77598179436,3887.938799089718
1.0,746.0,799.0,3974.5857000000005,6.715161759984767e-11,0.9999999999328484,0.046062373619476585,0.040214477211796246,-0.005847896407680339,53622.8301448029,58786.049933353665,2939.3024966676835
1.0,701.0,807.0,1766.8508,1.4081891208661546e-10,0.9999999998591811,0.045871679503467766,0.042796005706134094,-0.0030756737973336723,23843.161860554395,25992.066347602817,1299.6033173801409
1.0,701.0,807.0,850.2865,1.4081891208661546e-10,0.9999999998591811,0.045871679503467766,0.042796005706134094,-0.0030756737973336723,11479.820222396469,12514.458049824416,625.7229024912208
1.0,676.0,792.0,1777.9008,1.5629364469305074e-10,0.9999999998437064,0.0462305362985722,0.04437869822485207,-0.0018518380737201287,23992.212969245455,26433.085942715017,1321.654297135751
1.0,709.0,820.0,1777.9008,1.4758838595696488e-10,0.9999999998524116,0.04556514659278826,0.04231311706629055,-0.00325202952649771,23992.212969245455,25917.859169854044,1295.8929584927023
1.0,702.0,804.0,2948.5932000000003,1.3511147756162245e-10,0.9999999998648885,0.045943004479374126,0.042735042735042736,-0.0032079617443313904,39783.434702838,43460.57467295625,2173.0287336478127
2.0,202.0,323.0,275.565,2.0130208611135458e-10,0.9999999997986979,0.08191253442730835,0.297029702970297,0.21511716854298868,513.8153391497259,1272.1061960900229,63.60530980450115
1.0,688.0,807.0,1855.2508,1.6006485026309747e-10,0.9999999998399351,0.045871679502584965,0.0436046511627907,-0.0022670283397942664,25035.570730082873,27291.943038389792,1364.5971519194898
2.0,139.0,197.0,947.57625,9.099121456301873e-11,0.9999999999090088,0.08971721558174668,0.43165467625899284,0.3419374606772462,1765.074904861381,5046.824862992166,252.34124314960832
2.0,142.0,156.0,199.8282,2.0639712161596435e-11,0.9999999999793603,0.09258781061182082,0.4225352112676056,0.3299474006557848,372.7962781200327,1122.4979540783784,56.12489770391892
1.0,715.0,822.0,2812.6782,1.416478045968006e-10,0.9999999998583522,0.04551835092729008,0.04195804195804196,-0.0035603089692481174,37950.10606593796,40939.0328494127,2046.9516424706353
1.0,675.0,777.0,3688.3132,1.3620460315166838e-10,0.9999999998637954,0.04659505208073611,0.04444444444444444,-0.002150607636291671,49761.3610486254,55414.02148149794,2770.7010740748974
1.0,673.0,769.0,2961.8532,1.2775869251413496e-10,0.9999999998722413,0.046791820808558364,0.04457652303120356,-0.0022152977773548035,39962.29603326727,44758.784385469306,2237.9392192734654
1.0,688.0,780.0,1855.2508,1.2156942119645464e-10,0.9999999998784306,0.046521689791226103,0.0436046511627907,-0.0029170386284354047,25035.570730082873,27819.604517444473,1390.9802258722239
1.0,309.0,614.0,596.689,5.396745272889802e-10,0.9999999994603255,0.05096147432680342,0.0970873786407767,0.04612590431397328,8059.097277936648,10163.397639333498,508.1698819666749
1.0,292.0,612.0,2718.1232,5.773757028038062e-10,0.9999999994226243,0.05102013809262057,0.10273972602739725,0.051719587934776684,36674.67370555035,46326.04574564231,2316.3022872821157
1.0,436.0,805.0,2028.6473999999998,6.452454126559815e-10,0.9999999993547546,0.04591920483198753,0.06880733944954129,0.022888134617553756,27374.48072766298,29883.637001375526,1494.1818500687764
2.0,824.0,913.0,4770.0419,1.1549006195821221e-10,0.9999999998845099,0.058203652108520236,0.07281553398058252,0.014611881872062284,8882.361571069305,13508.065012205356,675.4032506102678
2.0,840.0,925.0,4265.4271,1.0940981454155008e-10,0.9999999998905902,0.05786301573834884,0.07142857142857144,0.013565555690222601,7942.7878727128045,11985.154147701383,599.2577073850692
1.0,329.0,633.0,596.689,5.325690999313792e-10,0.9999999994674309,0.050410824222215295,0.0911854103343465,0.04077458611213121,8059.097277936648,10008.85293299594,500.44264664979704
2.0,396.0,610.0,11920.800899999998,3.6510949819046346e-10,0.9999999996348905,0.0683659298116957,0.15151515151515152,0.08314922170345582,22196.80474571661,42095.59531321842,2104.7797656609214
1.0,10.0,79.0,265.1558,1.121900350398164e-10,0.99999999988781,0.0735986286720469,3.0,2.926401371327953,3587.116189439377,8003.515544031138,400.1757772015569
2.0,856.0,936.0,3397.4551,1.0206413492142019e-10,0.9999999998979359,0.05755424963628219,0.07009345794392523,0.012539208307643039,6326.656791916351,9478.876567920837,473.9438283960419
1.0,204.0,326.0,32.034,1.9397750072869258e-10,0.9999999998060225,0.06107365239383533,0.14705882352941177,0.08598517113557644,442.5856238234957,728.7010999941638,36.43505499970819
2.0,588.0,803.0,7910.695099999999,3.390372427247712e-10,0.9999999996609628,0.061523695852903924,0.10204081632653061,0.04051712047362669,14730.139207355776,24137.122509383065,1206.8561254691533
2.0,608.0,804.0,9220.79405,3.011897398152996e-10,0.9999999996988103,0.06149180852550575,0.09868421052631579,0.03719240200081004,17169.493969967705,28114.495801780587,1405.7247900890295
2.0,866.0,929.0,5448.6999000000005,7.899303433589466e-11,0.999999999921007,0.05775035458986883,0.06928406466512702,0.011533710075258184,10145.99713423397,15270.03103089011,763.5015515445056
1.0,338.0,578.0,1978.9224,3.9877989799208535e-10,0.9999999996012201,0.052038498846882573,0.08875739644970414,0.036718897602821564,26703.750738553215,34691.26885497311,1734.5634427486557
1.0,438.0,820.0,2260.7307,6.733553714610707e-10,0.9999999993266446,0.04556514656883148,0.0684931506849315,0.02292800411610002,30505.00318681953,32953.37423274628,1647.6687116373141
1.0,367.0,595.0,1978.9224,3.7087088955445324e-10,0.9999999996291291,0.05152428707499222,0.08174386920980926,0.03021958213481704,26703.750738553215,34204.47678995984,1710.223839497992
2.0,859.0,941.0,3003.5392,1.0470557754160836e-10,0.9999999998952944,0.057414988110225974,0.06984866123399301,0.012433673123767038,5593.200264275011,8353.077695412905,417.6538847706453
1.0,368.0,593.0,2673.9232,3.650053592707536e-10,0.9999999996349946,0.051584254512472644,0.08152173913043478,0.02993748461796214,36078.46927078611,46288.84361459118,2314.442180729559
2.0,870.0,925.0,3555.1497,6.841704980331542e-11,0.999999999931583,0.05786301574072071,0.06896551724137931,0.011102501500658599,6620.278181009276,9989.572402003336,499.47862010016684
2.0,888.0,930.0,3889.03105,5.142108960853875e-11,0.9999999999485789,0.05772225781894985,0.06756756756756757,0.00984530974861772,7241.952644048728,10892.308948999305,544.6154474499652
1.0,441.0,798.0,1270.7058,6.17722317741709e-10,0.9999999993822777,0.046086321894985294,0.06802721088435375,0.021940888989368454,17150.76708032581,18815.46755212372,940.7733776061859
1.0,481.0,796.0,1270.7058,5.204305875139426e-10,0.9999999994795694,0.04613429328478221,0.062370062370062374,0.016235769085280162,17150.76708032581,18842.108824991916,942.1054412495959
1.0,10.0,322.0,228.63569999999999,6.494684789970506e-10,0.9999999993505315,0.06124243301923299,3.0,2.938757566980767,3094.504298533642,5116.703833912632,255.8351916956316
1.0,39.0,204.0,75.0958,2.93028712405885e-10,0.9999999997069713,0.06667838839366667,0.7692307692307692,0.7025523808371025,1023.4371199531497,1935.600126107041,96.78000630535206
1.0,495.0,811.0,1880.5002,5.193907526290786e-10,0.9999999994806092,0.04577692329920233,0.06060606060606061,0.014829137306858281,25376.15453676016,27585.707604427764,1379.2853802213883
1.0,380.0,606.0,2073.4332,3.6512459722359836e-10,0.9999999996348754,0.05119694257710862,0.07894736842105263,0.027750425843944007,27978.586894506065,35514.93567675198,1775.746783837599
1.0,355.0,595.0,2061.7974,3.959432781641681e-10,0.9999999996040567,0.05152428707370044,0.08450704225352113,0.03298275517982069,27821.63405373616,35636.35855181775,1781.8179275908876
1.0,400.0,589.0,2529.3892,2.945772514806322e-10,0.9999999997054227,0.0517046091323821,0.075,0.0232953908676179,34128.88076910705,43932.80426146957,2196.6402130734787
1.0,412.0,602.0,624.314,2.9500979437102615e-10,0.9999999997049902,0.051315494579273944,0.07281553398058252,0.021500039401308575,8431.725049664297,10738.040067656746,536.9020033828373
1.0,557.0,805.0,2041.9074,3.7988434620217504e-10,0.9999999996201157,0.04591920484417262,0.053859964093357277,0.007940759249184658,27553.342058092258,30078.892913057607,1503.9446456528804
1.0,511.0,780.0,596.689,4.254234742262497e-10,0.9999999995745765,0.04652168977709035,0.05870841487279843,0.012186725095708083,8059.097277936648,8955.294082150114,447.76470410750574
1.0,200.0,262.0,77.339,9.34357036186384e-11,0.9999999999065643,0.06389092849141803,0.15,0.08610907150858196,1053.6951694568409,1861.25766799651,93.06288339982551
1.0,265.0,303.0,525.8032,5.483569154307588e-11,0.9999999999451643,0.062057050128566826,0.11320754716981132,0.0511504970412445,7102.933741244095,11987.246643806808,599.3623321903405
1.0,847.0,932.0,13143.698999999999,1.0686362905687474e-10,0.9999999998931364,0.04308469821719409,0.03541912632821723,-0.007665571888976853,177303.056667784,177680.4293278972,8884.02146639486
2.0,356.0,589.0,5369.2503,4.1325076693965457e-10,0.9999999995867492,0.0692033523021477,0.16853932584269662,0.09933597354054892,9998.064979836308,19291.342377066594,964.5671188533297
1.0,543.0,768.0,3485.9435000000003,3.410935978109819e-10,0.9999999996589064,0.04681653380287478,0.05524861878453039,0.00843208498165561,47031.63904405733,52714.674856307436,2635.733742815372
1.0,540.0,780.0,2673.9232,3.679876403595017e-10,0.9999999996320124,0.0465216897797624,0.05555555555555556,0.009033865775793161,36078.46927078611,40090.50783097813,2004.5253915489066
1.0,24.0,324.0,75.0958,6.123872520191753e-10,0.9999999993876127,0.06115792624696617,1.25,1.1888420737530339,1023.4371199531497,1688.6351981431987,84.43175990715994
1.0,195.0,268.0,120.2352,1.1134093647058307e-10,0.9999999998886591,0.06361581499883093,0.15384615384615385,0.09023033884732293,1632.3129222743464,2863.774901735129,143.18874508675646
2.0,897.0,928.0,6039.1123,3.7512437600639714e-11,0.9999999999624876,0.05777847873075774,0.06688963210702341,0.009111153376265668,11245.32272322489,16935.507036254177,846.7753518127089
1.0,112.0,124.0,158.9211,1.7723600365116e-11,0.9999999999822764,0.07094782440669613,0.26785714285714285,0.19690931845044674,2154.1388304835286,4514.20566661211,225.7102833306055
1.0,189.0,217.0,38.675,4.100875194978926e-11,0.9999999999589912,0.06603266929450752,0.15873015873015872,0.0926974894356512,532.1646657074167,990.7715907288923,49.538579536444615
1.0,568.0,790.0,1972.1598000000001,3.328013420400566e-10,0.9999999996671987,0.04627880852903624,0.0528169014084507,0.00653809287941446,26612.531460034286,29361.677179782797,1468.08385898914
2.0,874.0,924.0,4755.6769,6.18649576011876e-11,0.999999999938135,0.057891249744297955,0.06864988558352403,0.010758635839226073,8855.614483633717,13371.224711165958,668.561235558298
1.0,123.0,146.0,120.2352,3.423572536576103e-11,0.9999999999657643,0.06972016884109299,0.24390243902439027,0.1741822701832973,1632.3129222743464,3321.9752229923424,166.09876114961713
1.0,138.0,333.0,344.5832,3.405487003504959e-10,0.9999999996594513,0.06078051403093895,0.21739130434782608,0.15661079031688713,4658.495558710715,7613.497644117786,380.67488220588933
1.0,389.0,580.0,2156.3082,2.9940783186077624e-10,0.9999999997005922,0.05197747125839346,0.07712082262210797,0.02514335136371451,29096.470209689014,37736.50550924312,1886.8252754621562
1.0,602.0,784.0,1248.6058,2.624291894903763e-10,0.9999999997375708,0.04642423199813008,0.04983388704318937,0.003409655045059287,16852.664862943693,18673.24827510989,933.6624137554945
1.0,429.0,603.0,2718.1232,2.6524671348227e-10,0.9999999997347533,0.05128580513846803,0.06993006993006994,0.018644264791601903,36674.67370555035,46667.93382522752,2333.396691261376
1.0,4.0,26.0,50.4876,3.402034209898375e-11,0.9999999999659797,0.07698641517455766,7.5,7.423013584825442,691.5023242163772,1670.1392458203215,83.50696229101608
1.0,421.0,590.0,1325.9558,2.5741342390972477e-10,0.9999999997425866,0.05167446785956327,0.07125890736342043,0.01958443950385716,17896.02262378111,23017.772317809282,1150.888615890464
1.0,436.0,598.0,3343.7855,2.4411694887760405e-10,0.999999999755883,0.05143459689445274,0.06880733944954129,0.017372742555088548,45114.09990294387,57643.30699788086,2882.165349894043
1.0,403.0,580.0,2784.4232,2.730577985943228e-10,0.9999999997269422,0.05197747125976309,0.07444168734491315,0.022464216085150056,37568.98035769671,48724.880523840744,2436.2440261920374
1.0,666.0,774.0,1777.9008,1.4518675151009575e-10,0.9999999998548132,0.046668646113001894,0.04504504504504504,-0.0016236010679568508,23992.212969245455,26775.260313502877,1338.7630156751438
1.0,583.0,788.0,2535.964,3.0218783031443763e-10,0.9999999996978122,0.046327181682668354,0.051457975986277875,0.0051307943036095205,34217.566853217635,37806.09196604213,1890.3045983021066
2.0,262.0,338.0,314.7373,1.167088647946457e-10,0.9999999998832911,0.08107292763192547,0.22900763358778625,0.14793470595586078,586.7526822164181,1429.8559360499053,71.49279680249526
2.0,214.0,308.0,158.3742,1.5034884448539287e-10,0.9999999998496512,0.08276971347370919,0.2803738317757009,0.1976041183019917,295.6104958328895,743.7482827521442,37.18741413760721
1.0,277.0,507.0,9886.7115,3.891762467844728e-10,0.9999999996108238,0.05430186163244967,0.10830324909747292,0.054001387465023254,133370.24238109417,184212.7970235115,9210.639851175574
1.0,244.0,482.0,3878.5058,4.112941098810552e-10,0.9999999995887059,0.055146417482326515,0.12295081967213116,0.06780440218980464,52326.82873141591,73919.36596937862,3695.968298468931
1.0,674.0,785.0,1766.8508,1.4915446655550113e-10,0.9999999998508455,0.04639993132437435,0.04451038575667656,-0.001889545567697791,23843.161860554395,26400.07417275334,1320.003708637667
1.0,396.0,769.0,2687.1832,6.662290719106068e-10,0.9999999993337709,0.046791820783362345,0.07575757575757576,0.028965754974213415,36257.33060121538,40609.12898964751,2030.4564494823753
1.0,14.0,351.0,343.0032,7.16460890615167e-10,0.9999999992835391,0.06003949348409638,2.142857142857143,2.0828176493730464,4637.183273486111,7437.668841529958,371.8834420764979
1.0,166.0,322.0,212.0607,2.597297932283027e-10,0.9999999997402702,0.0612424330431016,0.18072289156626506,0.11948045852316347,2870.9276354970525,4747.024110750523,237.35120553752614
1.0,119.0,189.0,103.6602,1.0938805417026742e-10,0.999999999890612,0.06743932046582916,0.25210084033613445,0.18466151987030527,1408.736259237757,2713.920687325526,135.6960343662763
1.0,246.0,314.0,9.934,1.014379691355316e-10,0.999999999898562,0.061582808525596645,0.12195121951219513,0.06036841098659849,144.48340644137625,240.95449922680723,12.047724961340363
1.0,339.0,483.0,2051.963,2.2169976965358273e-10,0.9999999997783002,0.05511213117444879,0.08849557522123894,0.033383444046790146,27688.979915879932,39079.19463689132,1953.959731844566
1.0,589.0,775.0,7891.2582,2.7012303505102864e-10,0.999999999729877,0.04664408894603303,0.050933786078098474,0.004289697132065444,106453.99562034903,118717.06308965788,5935.853154482895
1.0,205.0,294.0,9.934,1.3727596837043166e-10,0.999999999862724,0.06245053326616868,0.14634146341463414,0.08389093014846546,144.48340644137625,246.24725880748971,12.312362940374486
1.0,23.0,174.0,574.3240000000001,2.663373965816618e-10,0.9999999997336626,0.06821782047448219,1.3043478260869565,1.2361300056124744,7757.4205317035685,15228.194003808687,761.4097001904344
1.0,114.0,284.0,5.514,2.9322766437189784e-10,0.9999999997067723,0.06289363061391927,0.2631578947368421,0.2002642641229228,84.86296296495236,146.24055384040614,7.312027692020307
1.0,343.0,479.0,2666.8181999999997,2.0772827902248991e-10,0.9999999997922717,0.055249532889311545,0.08746355685131195,0.032214023962000404,35982.631431215974,50969.97401134313,2548.498700567157
1.0,247.0,463.0,3878.5058,3.660429737095683e-10,0.999999999633957,0.05580605995590142,0.12145748987854252,0.0656514299226411,52326.82873141591,75220.39427331882,3761.019713665941
1.0,248.0,480.0,3878.5058,3.9823344621936485e-10,0.9999999996017666,0.05521511826021119,0.12096774193548387,0.06575262367527268,52326.82873141591,74054.1930748025,3702.7096537401253
1.0,265.0,461.0,5685.1257,3.241797941200275e-10,0.9999999996758202,0.05587641516372495,0.11320754716981132,0.057331132006086374,76695.94177017894,110455.90504349142,5522.795252174572
1.0,193.0,350.0,9.934,2.587168257406347e-10,0.9999999997412832,0.06008018697354691,0.15544041450777202,0.0953602275342251,144.48340644137625,231.97953014305583,11.598976507152791
1.0,295.0,479.0,3869.6658,2.9765612197252267e-10,0.9999999997023439,0.055249532884342964,0.10169491525423728,0.04644538236989432,52207.587844463065,73952.88468838543,3697.6442344192715
1.0,279.0,460.0,3814.4158,2.939744003782607e-10,0.9999999997060256,0.05591165933320185,0.10752688172043011,0.05161522238722826,51462.33230100777,74183.83164490134,3709.191582245067
1.0,247.0,312.0,417.5132,9.66691171555567e-11,0.9999999999033309,0.06166849438897603,0.12145748987854252,0.05978899548956649,5642.232876071709,9429.801226029485,471.49006130147427
